ANO;UF;VAGA;NOME;NOME_URNA;DEFERIMENTO;NÚMERO;PARTIDO;NOME_PARTIDO;COLIGAÇÃO;NOME_COLIGAÇÃO;PROFISSÃO;GÊNERO;ENSINO;ESTADO_CIVIL;NACIONALIDADE;NATURALIDADE;MUNICÍPIO;SITUAÇÃO_FINAL
2014;RJ;DEPUTADO ESTADUAL;MICARLA DA SILVA;MICARLA;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;PSL;PARTIDO ISOLADO;MANICURE E MAQUILADOR;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RN;CANGUARETAMA;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;PAULO PEREIRA REIS;PAULÃO CARLOS CHAGAS;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PSDC / PMN / PTC;POR UM RIO MELHOR;SERVIDOR PÚBLICO ESTADUAL;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;MARIA ROSÉLIA MUZY;MARIA ROSÉLIA;INDEFERIDO;43;PV;PARTIDO VERDE;PV;PARTIDO ISOLADO;DONA DE CASA;FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;BOM JARDIM;#NULO#
2014;RJ;DEPUTADO ESTADUAL;SHARLES CLASS MARQUES;SHARLES CLASS;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;PC do B;PARTIDO ISOLADO;COMERCIANTE;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;SILVA JARDIM;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;ANDRÉ VANCE;ANDRÉ VANCE;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;PT do B;PARTIDO ISOLADO;EMPRESÁRIO;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;SÃO JOÃO DE MIRITI;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;SERGIO FRAGA DE OLIVEIRA;SERGIO FRAGA;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;PARTIDO ISOLADO;COMERCIÁRIO;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;MESQUITA;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;ERIVALDO PEREIRA ALVES;SERTANEJO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PT / PSB / PC do B;FRENTE POPULAR I;ESTIVADOR, CARREGADOR E ASSEMELHADOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;PE;ITAPETIM;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;PAULO CESAR FERREIRA DE SANT ANA;PROFESSOR  PAULO DA VITÓRIA;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRP / PRTB / PPL;RENOVA RIO;OUTROS;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;LEANDRO MAXIMINO DOS SANTOS;LEO MAXIMINO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;PT;PARTIDO ISOLADO;POLICIAL MILITAR;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;MÍRIAN ROSA MALAFAIA;MIA MALAFAIA;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;PC do B;PARTIDO ISOLADO;COMUNICÓLOGO;FEMININO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;NOVA IGUAÇU;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;VAGNER SANTOS IGNACIO;VAGNER;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;PRB;PARTIDO ISOLADO;OUTROS;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;EDELZUITA DE LOURDES SANTOS DE OLIVEIRA;MÃE EDELZUITA;INDEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT;PARTIDO ISOLADO;OUTROS;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);BRASILEIRA NATA;BA;SALVADOR;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;CELIO DA SILVA SANTOS;CELIO SANTOS;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;PSL;PARTIDO ISOLADO;AGENTE ADMINISTRATIVO;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRASILEIRA NATA;MG;LEOPOLDINA;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;BRAZ PAULINO DA SILVA;BRAZ SILVA;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;SD / PSL;RIO SOLIDÁRIO;APOSENTADO (EXCETO SERVIDOR PÚBLICO);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;ES;ALEGRE;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;PEDRO OLDANE FERREIRA;PEDRO OLDANE;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;PSC / PTC;EM DEFESA DA FAMÍLIA;OUTROS;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;GISELE FERNANDES SODRE;GISELE SODRÉ;INDEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PSB;PARTIDO ISOLADO;PSICÓLOGO;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;BELFORD ROXO;#NULO#
2014;RJ;DEPUTADO ESTADUAL;MANOEL LELIS CHRISPIM;MANELZINHO DO EXTINTOR;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;PP;PARTIDO ISOLADO;COMERCIANTE;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;NILÓPOLIS;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;JOSÉ ARIOVALDO DA COSTA;ARI DA COPA;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PRP;PARTIDO ISOLADO;TÉCNICO DE MECÂNICA;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;ENG. PAULO DE FRONTIN;NÃO ELEITO
2014;RJ;DEPUTADO FEDERAL;DILSON MALHEIROS DRUMOND;DILSON DRUMOND;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PT / PSB / PC do B;FRENTE POPULAR I;MÉDICO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;NITERÓI;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;HENRIQUE PACANOWSKI;PACANOWSKI;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PPS / DEM;PACTO PELO RIO DE JANEIRO E O BRASIL;EMPRESÁRIO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;FERNANDA FORTINI MACHARET;FERNANDA FORTINI;INDEFERIDO;21;PCB;PARTIDO COMUNISTA BRASILEIRO;PCB;PARTIDO ISOLADO;ASSISTENTE SOCIAL;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;REYNALDO PAES DA SILVA;REYNALDO PAES;DEFERIDO;25;DEM;DEMOCRATAS;PSDB / PPS / DEM;PACTO PELO RIO DE JANEIRO E O BRASIL;COMERCIANTE;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;CAMPOS DOS GOYTACAZES;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;LILMAR GOUVEIA GARCIA;LIL;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PTB / PTN;JUNTOS PELO TRABALHISMO;COMERCIANTE;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;DALZIR ALMEIDA DE SOUZA;DALZIR COM Z;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;PSL;PARTIDO ISOLADO;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;MG;CATAGUASES;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;ANA CAROLINA BRAZ LIMA;ANA CAROLINA LIMA;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PTB / PTN;JUNTOS PELO TRABALHISMO;MÉDICO;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RJ;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;SANDRA VALERIA GOMES DA SILVA;SANDRA VALÉRIA - PESSOA;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PEN;PARTIDO ISOLADO;POLICIAL MILITAR;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;NELCI BENATTI;NELCI BENATTI;INDEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PSDC / PMN;UNIDOS PELA FAMILIA;COMERCIANTE;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;EMIDIO FRANCESCO DANDREA;EMIDIO DO BADALO;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT;PARTIDO ISOLADO;EMPRESÁRIO;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;ELIANE VIANA JORDÃO FERNANDES;ELIANE JORDÃO;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;PT do B;PARTIDO ISOLADO;PEDAGOGO;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO FEDERAL;MARIA EDNA DA CRUZ SIMÕES;PROFESSORA EDNA;RENÚNCIA;17;PSL;PARTIDO SOCIAL LIBERAL;SD / PSL;RIO SOLIDÁRIO;PEDAGOGO;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2014;RJ;DEPUTADO ESTADUAL;ARNALDO FREIRE DE LIMA;DR ARNALDO FREIRE;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PSDC / PMN;UNIDOS PELA FAMILIA;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;PA;BELEM;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;MALVINA DE OLIVEIRA XAVIER DAUMAS;MALVINA DAUMAS;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;PC do B;PARTIDO ISOLADO;TÉCNICO DE LABORATÓRIO E RAIOS X;FEMININO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;SÃO GONÇALO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;HELIO ALFREDO TEODORO;HELIO ALFREDO;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PEN;PARTIDO ISOLADO;MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;SAULO CANDIDO DA SILVA;SAULO CÂNDIDO;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PTB / PTN;JUNTOS PELO TRABALHISMO;OUTROS;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;PB;PARAIBA;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;TAYLOR DA COSTA JASMIM JUNIOR;DR. TAYLOR;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;PRB;PARTIDO ISOLADO;MÉDICO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;NITERÓI;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;PAULO CESAR RIBEIRO;PC DO PAR;INDEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PSDC / PMN;UNIDOS PELA FAMILIA;MOTOBOY;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2014;RJ;DEPUTADO FEDERAL;RUTH LIMA DA SILVA OLIVEIRA;RUTH OLIVEIRA;INDEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;PRP / PRTB / PPL;RENOVA RIO;SECURITÁRIO;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2014;RJ;DEPUTADO ESTADUAL;JULIO ANDERSON TEIXEIRA;PR JULIO FALCÃO;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB / PPL;PARA MELHORAR TEM QUE MUDAR;OUTROS;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;MAURO CÉSAR DE OLIVEIRA;MAURO CÉSAR;INDEFERIDO;77;SD;SOLIDARIEDADE;SD;PARTIDO ISOLADO;EMPRESÁRIO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;VIÚVO(A);BRASILEIRA NATA;RJ;SÃO JOÃO DE MERITI;NÃO ELEITO
2014;RJ;DEPUTADO FEDERAL;ANGELICA APARECIDA FERNANDES BAPTISTA;ANGEL MORENA;INDEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRP / PRTB / PPL;RENOVA RIO;OUTROS;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;BARRA MANSA;#NULO#
2014;RJ;DEPUTADO ESTADUAL;MIRIAM STOLEAR SIMÕES;PROF. MIRIAM STOLEAR;NÃO CONHECIMENTO DO PEDIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PPS / DEM;PACTO PELO RIO DE JANEIRO E O BRASIL;APOSENTADO (EXCETO SERVIDOR PÚBLICO);FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2014;RJ;DEPUTADO ESTADUAL;FRANCISCO SERGIO ROCHA;SERGIO ROCHA;DEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PSDC / PMN;UNIDOS PELA FAMILIA;OUTROS;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;BARRA MANSA;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;MARCOS AZEVEDO LOBO;MAESTRO MARCOS;DEFERIDO;25;DEM;DEMOCRATAS;PSDB / PPS / DEM;PACTO PELO RIO DE JANEIRO E O BRASIL;MÚSICO;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;MONICA TERESA GREGÓRIO DE ARAGON MONTILLO;PROF. MONICA ARAGON;DEFERIDO;43;PV;PARTIDO VERDE;PV;PARTIDO ISOLADO;PROFESSOR DE ENSINO SUPERIOR;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;NITERÓI ;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;EVANI ALVES CUSTODIO DA SILVA;EVANI CUSTODIO;INDEFERIDO;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;PSDC / PMN;UNIDOS PELA FAMILIA;OUTROS;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2014;RJ;DEPUTADO ESTADUAL;CARLOS MACHADO DE OLIVEIRA;MACHADO LAZ;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PSDB / PPS / DEM;PACTO PELO RIO DE JANEIRO E O BRASIL;POLICIAL CIVIL;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;MAURICIO TENÓRIO FRANCESCONI;MAURICIO TENÓRIO;INDEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PTB / PTN;JUNTOS PELO TRABALHISMO;ECONOMISTA;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO FEDERAL;JULIO CEZAR VERDUM FIORAVANTE;JULIO CARECA;INDEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;PSDC / PMN / PTC;POR UM RIO MELHOR;EMPRESÁRIO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RS;RIO GRANDE DO SUL;#NULO#
2014;RJ;DEPUTADO ESTADUAL;ALEX JORGE DE SOUZA VERAS;ALEX VERAS;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PSB;PARTIDO ISOLADO;SERVIDOR PÚBLICO FEDERAL;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;ANA FATIMA DE ABREU CHAVALIER;ANA CHEVALIER;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PTB / PTN;JUNTOS PELO TRABALHISMO;OUTROS;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;MAURÍCIO BATISTA;MAURICIO BATISTA;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;PTB / PTN;JUNTOS PELO TRABALHISMO;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;VOLTA REDONDA;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;JOSE FABIO MUNIZ SARAIVA;FABIO SARAIVA;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;PT do B;PARTIDO ISOLADO;ELETRICISTA E ASSEMELHADOS;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;RAFAEL BRASIEL RINALDI;DR. RAFAEL BRASIEL;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;PR / PROS;PR E PROS;MÉDICO;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;TRES RIOS;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;ROBERTO CARLOS RODRIGUES;BETO AMIZADE;DEFERIDO;77;SD;SOLIDARIEDADE;SD / PSL;RIO SOLIDÁRIO;POLICIAL CIVIL;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO FEDERAL;WERNER BENITES SARAIVA DA FONSECA;WERNER SARAIVA;RENÚNCIA;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;PT do B;PARTIDO ISOLADO;VEREADOR;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;MAGÉ;#NULO#
2014;RJ;DEPUTADO FEDERAL;BENEVENUTO DACIOLO FONSECA DOS SANTOS;CABO DACIOLO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;PSOL;PARTIDO ISOLADO;BOMBEIRO MILITAR;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;SC;FLORIANÓPOLIS;ELEITO POR QP
2014;RJ;DEPUTADO ESTADUAL;JOSSÉLIO AMBROZIO LESSA;LESSA;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;PSC / PTC;EM DEFESA DA FAMÍLIA;TAXISTA;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;JORGE CARLOS ROCHA DA SILVA;JORGE BAIXA RENDA;DEFERIDO;17;PSL;PARTIDO SOCIAL LIBERAL;PSL;PARTIDO ISOLADO;SERVIDOR PÚBLICO ESTADUAL;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2014;RJ;DEPUTADO ESTADUAL;JORGE LUCENA AGUIAR;DR. JORGE LUCENA;DEFERIDO;51;PEN;PARTIDO ECOLÓGICO NACIONAL;PEN;PARTIDO ISOLADO;MÉDICO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2014;RJ;DEPUTADO ESTADUAL;MARCOS JOSE VIEIRA;MARQUINHO BOMBEIRO;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;PT do B;PARTIDO ISOLADO;BOMBEIRO MILITAR;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;ALCANTARA;SUPLENTE
