ANO;UF;VAGA;NOME;NOME_URNA;DEFERIMENTO;NÚMERO;PARTIDO;NOME_PARTIDO;COLIGAÇÃO;NOME_COLIGAÇÃO;PROFISSÃO;GÊNERO;ENSINO;ESTADO_CIVIL;NACIONALIDADE;NATURALIDADE;MUNICÍPIO;SITUAÇÃO_FINAL
2002;RJ;GOVERNADOR;ANTONIO LIMA DA PIEDADE;ANTONIO PIEDADE;DEFERIDO;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;#NULO#;#NULO#;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;DUQUE DE CAXIAS;NÃO ELEITO
2002;RJ;VICE-GOVERNADOR;FLAVIO ASSIS GOMES FURTADO;FLAVIO FURTADO;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;PDT / PTB / PPS ;COLIGAÇÃO FRENTE TRABALHISTA RIO;SERVIDOR PUBLICO FEDERAL;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;CE;LICÂNIA;#NULO#
2002;RJ;VICE-GOVERNADOR;LUIZ EDUARDO BENTO DE MELLO SOARES;LUIZ EDUARDO;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;PT / PCB / PMN / PC do B;COLIGAÇÃO VIVA O RIO 2002;PROFESSOR DE ENSINO SUPERIOR;MASCULINO;SUPERIOR COMPLETO;CASADO(A);NÃO INFORMADA;RJ;NOVA FRIBURGO;#NULO#
2002;RJ;VICE-GOVERNADOR;CARLOS ALBERTO ARAÚJO SILVEIRA;CARLÃO;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;#NULO#;#NULO#;NÃO INFORMADA;MASCULINO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2002;RJ;VICE-GOVERNADOR;MARCELO AUGUSTO DINIZ CERQUEIRA;MARCELO CERQUEIRA;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;PFL / PMDB / PSDB;COLIGAÇÃO TODOS PELO RIO;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2002;RJ;VICE-GOVERNADOR;GEZILDA DA SILVA NAZARIO;GEZILDA NAZARIO;RENÚNCIA;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;#NULO#;#NULO#;SERVIDOR PUBLICO FEDERAL;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2002;RJ;VICE-GOVERNADOR;LUIZ CARLOS CAMPOS;LUIZ CAMPOS;INDEFERIDO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO#;#NULO#;MOTORISTA DE VEICULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS;MASCULINO;MÉDIO INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2002;RJ;VICE-GOVERNADOR;LUIZ PAULO FERNANDEZ CONDE;CONDE;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;PSB / PPB / PST / PTC / PSC / PRP / PSD / PGT;COLIGAÇÃO RIO ESPERANÇA;ARQUITETO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2002;RJ;VICE-GOVERNADOR;ISAURA MARIA FERREIRA FRAGA;ISAURA FRAGA;RENÚNCIA;43;PV;PARTIDO VERDE;#NULO#;#NULO#;ENGENHEIRO;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2002;RJ;VICE-GOVERNADOR;JOSÉ AUGUSTO RAMOS DA SILVEIRA;JOSE AUGUSTO SILVEIRA;DEFERIDO;43;PV;PARTIDO VERDE;#NULO#;#NULO#;ODONTOLOGO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;MA;TUTÓIA;#NULO#
2002;RJ;VICE-GOVERNADOR;DERLI AZEVEDO MINGUTA;DERLI MINGUTA;DEFERIDO;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;#NULO#;#NULO#;SECRETARIO,ESTENOGRAFO,DATILOGRAFO,RECEPCIONISTA,TELEFONISTA,TAQUIGRAF;FEMININO;MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;CAMPOS DOS GOYTACAZES;#NULO#
2002;RJ;SENADOR;MANOEL FERREIRA;PASTOR MANOEL FERREIRA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC / PSC / PRP / PSD / PGT;COLIGAÇÃO RIO ESPERANÇA;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;SP;CAFELANDIA;NÃO ELEITO
2002;RJ;SENADOR;LEONEL DE MOURA BRIZOLA;LEONEL BRIZOLA;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT / PTB / PPS ;COLIGAÇÃO FRENTE TRABALHISTA RIO;ENGENHEIRO;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);BRASILEIRA NATA;RS;CARAZINHO;NÃO ELEITO
2002;RJ;SENADOR;CARLOS ROBERTO LUPI;LUPI;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;PDT / PTB / PPS ;COLIGAÇÃO FRENTE TRABALHISTA RIO;ADMINISTRADOR;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;SP;CAMPINAS;NÃO ELEITO
2002;RJ;SENADOR;EDSON SANTOS DE SOUZA;EDSON SANTOS;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;#NULO#;#NULO#;SENADOR, DEPUTADO E VEREADOR;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2002;RJ;SENADOR;SERGIO DE OLIVEIRA CABRAL SANTOS FILHO;SÉRGIO CABRAL;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;PFL / PMDB / PSDB;COLIGAÇÃO TODOS PELO RIO;JORNALISTA E REDATOR;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRASILEIRA NATA;RJ;RIO DE JANEIRO;ELEITO
2002;RJ;SENADOR;FLORINDA MOREIRA LOMBARDI;FLORINDA;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;#NULO#;#NULO#;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;;SÃO JOÃO DE MERITI;NÃO ELEITO
2002;RJ;SENADOR;OCTACILIO PEREIRA RAMALHO;OTACILIO;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;#NULO#;#NULO#;BANCARIO E ECONOMIARIO;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2002;RJ;SENADOR;PAULO ROBERTO DE MELLO SANTORO;CORONEL PAULO SANTORO;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;#NULO#;#NULO#;MEMBRO DAS FORCAS ARMADAS;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2002;RJ;SENADOR;LUIS FERNANDO DE OLIVEIRA GUTMAN;GUTMAN;DEFERIDO;21;PCB;PARTIDO COMUNISTA BRASILEIRO;#NULO#;#NULO#;ENGENHEIRO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2002;RJ;SENADOR;MARCELO BEZERRA CRIVELLA;MARCELO CRIVELLA;DEFERIDO;22;PL;PARTIDO LIBERAL;PSL / PL / PSDC;COLIGAÇÃO EDUCAÇÃO É A SOLUÇÃO;ENGENHEIRO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;ELEITO
2002;RJ;SENADOR;LILIAM SA DE PAULA;LILIAM SÁ;DEFERIDO;22;PL;PARTIDO LIBERAL;PSL / PL / PSDC;COLIGAÇÃO EDUCAÇÃO É A SOLUÇÃO;EMPRESARIO E PRODUTOR DE ESPETACULOS PUBLICOS;FEMININO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2002;RJ;SENADOR;ULISSES MARTINS;PADRE ULISSES MARTINS;DEFERIDO;26;PAN;PARTIDO DOS APOSENTADOS DA NAÇÃO;#NULO#;#NULO#;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;SP;SÃO PAULO;NÃO ELEITO
2002;RJ;SENADOR;JÂNIO CARLOS ALMEIDA DE CARVALHO;JÂNIO CARLOS;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;#NULO#;#NULO#;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;MG;JORDÂNIA;NÃO ELEITO
2002;RJ;SENADOR;CARLOS ALBERTO PEREIRA MARQUES;CARLOS ALBERTO MARQUES;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;#NULO#;#NULO#;ENGENHEIRO;MASCULINO;NÃO INFORMADO;SEPARADO(A) JUDICIALMENTE;BRASILEIRA NATA;RJ;NOVA IGUAÇÚ;NÃO ELEITO
2002;RJ;SENADOR;CARLOS CESAR VELOSO;CARLOS CESAR;INDEFERIDO;29;PCO;PARTIDO DA CAUSA OPERÁRIA;#NULO#;#NULO#;TRABALHADOR DE CONSTRUCAO CIVIL;MASCULINO;MÉDIO INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;REGISTRO NEGADO ANTES DA ELEIÇÃO
2002;RJ;SENADOR;JEFFERSON TARDIN MOREIRA;JEFFERSON TARDIN;INDEFERIDO;30;PGT;PARTIDO GERAL DOS TRABALHADORES;PSB / PPB / PST / PTC / PSC / PRP / PSD / PGT;COLIGAÇÃO RIO ESPERANÇA;PRODUTOR AGROPECUARIO;MASCULINO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;DUQUE DE CAXIAS;REGISTRO NEGADO ANTES DA ELEIÇÃO
2002;RJ;SENADOR;MARCOS ANTONIO CANDIDO MANSO;MARCOS ANTONIO CANDIDO MANSO;INDEFERIDO;30;PGT;PARTIDO GERAL DOS TRABALHADORES;PSB / PPB / PST / PTC / PSC / PRP / PSD / PGT;COLIGAÇÃO RIO ESPERANÇA;JORNALISTA E REDATOR;MASCULINO;SUPERIOR COMPLETO;NÃO INFORMADO;BRASILEIRA NATA;RJ;RIO DE JANEIRO;REGISTRO NEGADO ANTES DA ELEIÇÃO
2002;RJ;SENADOR;JOVELINO RIBEIRO;JOVELINO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;#NULO#;#NULO#;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;QUEIMADOS;NÃO ELEITO
2002;RJ;SENADOR;WILLY ORTIZ DE OLIVEIRA;WILLY;DEFERIDO;43;PV;PARTIDO VERDE;#NULO#;#NULO#;PROFESSOR DE ENSINO DE PRIMEIRO E SEGUNDO GRAUS;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;BA;SALVADOR;NÃO ELEITO
2002;RJ;SENADOR;ASPASIA BRASILEIRO ALCANTARA DE CAMARGO;ASPÁSIA;RENÚNCIA;43;PV;PARTIDO VERDE;#NULO#;#NULO#;DIRETOR DE EMPRESAS;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NULO#
2002;RJ;SENADOR;SIDNEY DE MIGUEL;SID;RENÚNCIA;43;PV;PARTIDO VERDE;#NULO#;#NULO#;ECONOMISTA;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;SP;ARAÇATUBA;#NULO#
2002;RJ;SENADOR;PAULO ALBERTO ARTUR DA TAVOLA MORETZSOHN MONTEIRO DE BARROS;ARTUR DA TAVOLA;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;PFL / PMDB / PSDB;COLIGAÇÃO TODOS PELO RIO;JORNALISTA E REDATOR;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2002;RJ;SENADOR;MARCILIO ALEXANDRE QUARESMA DE OLIVEIRA;MARCÍLIO QUARESMA;DEFERIDO;56;PRONA;PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL;#NULO#;#NULO#;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;MG;BELO HORIZONTE;NÃO ELEITO
2002;RJ;SENADOR;FERNANDO PAULO FIGUEIREDO BUARQUE DE GUSMÃO;FERNANDO GUSMÃO;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;#NULO#;#NULO#;SENADOR, DEPUTADO E VEREADOR;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;PE;RECIFE;NÃO ELEITO
2002;RJ;SENADOR;JOAO MIGUEL LIMA ESTEPHANIO;JOÃO MIGUEL;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;#NULO#;#NULO#;EMPRESARIO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2002;RJ;DEPUTADO FEDERAL;SOLANGE DA COSTA SILVA GOMES;SOLANGE COSTA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;ADVOGADO;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;SAO GONÇALO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;FRANCISCO OSWALDO NEVES DORNELLES;FRANCISCO DORNELLES;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;SENADOR, DEPUTADO E VEREADOR;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;MG;BELO HORIZONTE;ELEITO
2002;RJ;DEPUTADO FEDERAL;JULIO LUIZ BAPTISTA LOPES;JULIO LOPES;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;ADMINISTRADOR;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;ELEITO POR MÉDIA
2002;RJ;DEPUTADO FEDERAL;WILSON LEITE PASSOS;WILSON LEITE PASSOS;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;JORNALISTA E REDATOR;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;JONAS FERREIRA DA SILVA;JONAS COIFFEUR;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;COMERCIANTE;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;MANOEL ALVES DA COSTA;MANOEL COSTA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;EMPRESARIO;MASCULINO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;CAMPOS DOS GOYTACAZES;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;RICARDO HENRIQUE ANTUNES;RICARDO ANTUNES;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;COMERCIANTE;MASCULINO;SUPERIOR INCOMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;JAIR MESSIAS BOLSONARO;JAIR BOLSONARO;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;SENADOR, DEPUTADO E VEREADOR;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;SP;CAMPINAS;ELEITO
2002;RJ;DEPUTADO FEDERAL;PAULO ROBERTO DUARTE PORTUGAL;PAULO PORTUGAL ;RENÚNCIA;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;MEDICO;MASCULINO;SUPERIOR COMPLETO;NÃO INFORMADO;BRASILEIRA NATA;RJ;BOM JESUS DE ITABAPOANA;#NULO#
2002;RJ;DEPUTADO FEDERAL;ITANILDES ORLANDO FERNANDES;DINO FERNANDES;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;JOSÉ MARTINS DE OLIVEIRA;JOSÉ MARTINS;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA;MASCULINO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;MESQUITA;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;SIMÃO SESSIM;SIMÃO SESSIM;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;VIÚVO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;ELEITO
2002;RJ;DEPUTADO FEDERAL;SOLANGE VEIGA DA SILVA;SOLANGE VEIGA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;SERVIDOR PUBLICO ESTADUAL;FEMININO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;EDUARDO COSENTINO DA CUNHA;EDUARDO CUNHA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;ECONOMISTA;MASCULINO;SUPERIOR COMPLETO;NÃO INFORMADO;BRASILEIRA NATA;RJ;RIO DE JANEIRO;ELEITO
2002;RJ;DEPUTADO FEDERAL;ANTONIO DA ROCHA E SOUZA;ANTONIO ROCHA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;MG;OURO PRETO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;PAULO AMERICO DE OLIVEIRA NASCIMENTO;PAULINHO NASCIMENTO;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;SERVIDOR PUBLICO CIVIL APOSENTADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;TERESOPOLIS;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;PAULO ROBERTO BARBOSA;PAULO BARBOSA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;MEDICO;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANERO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;LUIS EDUARDO ALMEIDA DE OLIVEIRA;LUISINHO;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;SENADOR, DEPUTADO E VEREADOR;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;BELFORD ROXO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;ADALBERTO DE AZEVEDO PINTO;BETO AZEVEDO;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;OUTROS;MASCULINO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;PAULO JOSÉ TAVARES LESSA;PAULO LESSA;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;TECNICO CONTABILIDADE, ESTATISTICA, ECONOMIA DOMESTICA E ADMINISTRACAO;MASCULINO;MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;CONCEIÇÃO DE MACABU;SUPLENTE
2002;RJ;DEPUTADO FEDERAL;JOSIAS DOS SANTOS MUNIZ;JOSIAS MUNIZ;DEFERIDO;11;PPB;PARTIDO PROGRESSISTA BRASILEIRO;PSB / PPB / PST / PTC ;COLIGAÇÃO RIO ESPERANÇA E DESENVOLVIMENTO;CONTADOR;MASCULINO;MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;SÃO GONÇALO;SUPLENTE
