ANO;UF;VAGA;NOME;NOME_URNA;DEFERIMENTO;NÚMERO;PARTIDO;NOME_PARTIDO;COLIGAÇÃO;NOME_COLIGAÇÃO;PROFISSÃO;GÊNERO;ENSINO;ESTADO_CIVIL;NACIONALIDADE;NATURALIDADE;MUNICÍPIO;SITUAÇÃO_FINAL
2010;RJ;VICE-GOVERNADOR;MIGUEL MALHEIROS DE ARAUJO;MIGUEL MALHEIROS;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;#NE#;#NE#;PROFESSOR DE ENSINO MÉDIO;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NE#
2010;RJ;VICE-GOVERNADOR;PAULO ROBERTO FILGUEIRA DE OLIVEIRA;PAULO OLIVEIRA;DEFERIDO;21;PCB;PARTIDO COMUNISTA BRASILEIRO;#NE#;#NE#;SERVIDOR PÚBLICO CIVIL APOSENTADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NE#
2010;RJ;SENADOR;CARLOS DIAS FILHO;CARLOS DIAS;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;#NE#;A FORÇA DO POVO - PR E PTDOB;EMPRESÁRIO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;SENADOR;CESAR EPITACIO MAIA;CESAR MAIA;DEFERIDO;25;DEM;DEMOCRATAS;#NE#;RIO ESPERANÇA;OUTROS;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;SENADOR;CLAITON COFFY;CLAITON;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;#NE#;#NE#;PETROLEIRO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RS;IJUI;NÃO ELEITO
2010;RJ;SENADOR;HEITOR FERNANDES FILHO;HEITOR;DEFERIDO;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;#NE#;#NE#;SERVIDOR PÚBLICO FEDERAL;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;NITERÓI;NÃO ELEITO
2010;RJ;SENADOR;JORGE MILTON TEMER;MILTON TEMER;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;#NE#;#NE#;JORNALISTA E REDATOR;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;SENADOR;JORGE SAYED PICCIANI;JORGE PICCIANI;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;#NE#;JUNTOS PELO RIO;DEPUTADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;SENADOR;LUIZ LINDBERGH FARIAS FILHO;LINDBERG;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;#NE#;JUNTOS PELO RIO;OUTROS;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;PB;JOÃO PESSOA;ELEITO
2010;RJ;SENADOR;MARCELLO AUGUSTO DINIZ CERQUEIRA;MARCELO CERQUEIRA;DEFERIDO;23;PPS;PARTIDO POPULAR SOCIALISTA;#NE#;RIO ESPERANÇA;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;SENADOR;MARCELO BEZERRA CRIVELLA;MARCELO CRIVELLA;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;#NE#;#NE#;SENADOR;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;ELEITO
2010;RJ;SENADOR;WAGNER DIAS BASTOS;WAGUINHO SENADOR - 707;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;#NE#;A FORÇA DO POVO - PR E PTDOB;CANTOR E COMPOSITOR;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;SENADOR;WLADIMIR DA SILVA VASCONCELOS;WLADIMIR MUTT;DEFERIDO;21;PCB;PARTIDO COMUNISTA BRASILEIRO;#NE#;#NE#;SERVIDOR PÚBLICO CIVIL APOSENTADO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;DEPUTADO FEDERAL;ABIGUAR RODRIGUES CLAUDIO FILHO;ABIGUAR;DEFERIDO;19;PTN;PARTIDO TRABALHISTA NACIONAL;#NE#;SOLIDARIEDADE;OPERADOR DE COMPUTADOR;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ABRAAO CARDOSO DO NASCIMENTO;ABRAAO CARDOSO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;#NE#;#NE#;EMPRESÁRIO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADALGISA APARECIDA DA CONCEIÇÃO;PROFESSORA ADALGISA;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;#NE#;O RIO DE JANEIRO PODE MAIS;PROFESSOR DE ENSINO FUNDAMENTAL;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;NOVA IGUAÇU;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADEMAR HIUNES BORGES JUNIOR;HIUNES;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;#NE#;SOLIDARIEDADE;EMPRESÁRIO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADEMILTO SILVA DE SOUZA;ADEMILTO BOMBEIRAO;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;#NE#;#NE#;BOMBEIRO MILITAR;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADERLY DE OLIVEIRA VALENTE;ADERLY VALENTE;DEFERIDO;25;DEM;DEMOCRATAS;#NE#;O RIO DE JANEIRO PODE MAIS;APOSENTADO (EXCETO SERVIDOR PÚBLICO);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DAS FLORES;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADILIO DE OLIVEIRA GONCALVES;ADILIO DO FLAMENGO;INDEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;#NE#;SOLIDARIEDADE;OUTROS;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;REGISTRO NEGADO ANTES DA ELEIÇÃO
2010;RJ;DEPUTADO FEDERAL;ADILSON SOARES;DR ADILSON SOARES;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;#NE#;#NE#;DEPUTADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;ES;MUNIZ FREIRE;ELEITO
2010;RJ;DEPUTADO FEDERAL;ADILSON THEODORO SOARES;CEL SOARES;DEFERIDO;11;PP;PARTIDO PROGRESSISTA;#NE#;UNIDOS PELO RIO;SERVIDOR PÚBLICO ESTADUAL;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADOLPHO KONDER HOMEM DE CARVALHO FILHO;ADOLPHO KONDER;DEFERIDO;25;DEM;DEMOCRATAS;#NE#;O RIO DE JANEIRO PODE MAIS;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADRIAN MUSSI RAMOS;ADRIAN;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;#NE#;UNIDOS PELO RIO;OUTROS;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;MACAE;ELEITO
2010;RJ;DEPUTADO FEDERAL;ADRIANA PASTOR SANTOS TEBALDI;ADRIANA PASTOR;RENÚNCIA;43;PV;PARTIDO VERDE;#NE#;#NE#;ODONTÓLOGO;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NE#
2010;RJ;DEPUTADO FEDERAL;ADRIANA XAVIER DA MATTA;ADRIANA DA MATTA;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;#NE#;#NE#;BIOMÉDICO;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ADRIANO HENRIQUE DE ANDRADE FIGUEIRA SILVA;ADRIANO FIGUEIRA;DEFERIDO;25;DEM;DEMOCRATAS;#NE#;O RIO DE JANEIRO PODE MAIS;OUTROS;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;MIGUEL PEREIRA;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;AFONSO LUIZ DE ALMEIDA;AFONSO ALMEIDA;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NE#;FRENTE DE MOBILIZAÇÃO SOCIALISTA;APOSENTADO (EXCETO SERVIDOR PÚBLICO);MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;BOCAIVA DE MINAS;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;AGENOR DE SOUZA GOMES FILHO;AGENOR;DEFERIDO;43;PV;PARTIDO VERDE;#NE#;#NE#;PRODUTOR AGROPECUÁRIO;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;CAMPOS DOS GOYTACAZES;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;AGNALDO BORBOREMA DA SILVA;BORBOREMA;DEFERIDO;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;#NE#;RENOVA RIO;OUTROS;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;PB;CAMPINA GRANDE;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALBANO BATISTA FILHO;BANINHO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NE#;FRENTE DE MOBILIZAÇÃO SOCIALISTA;REPRESENTANTE COMERCIAL;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;PETRÓPOLIS;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALBIRATO DE JESUS GOUDART;BIRA;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;#NE#;#NE#;AGENTE DE SAÚDE E SANITARISTA;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;DUQUE DE CAXIAS;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALCENIR DE OLIVEIRA MARIANO;ALCENIR MARIANO;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;#NE#;SOLIDARIEDADE;BOMBEIRO MILITAR;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRASILEIRA NATA;ES;CACHOEIRA ITAPEMERIM;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALCIDES DE CARLI;ALCIDES DE CARLI;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;#NE#;#NE#;MECÂNICO DE MANUTENÇÃO;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);BRASILEIRA NATA;SC;SANTA CATARINA;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALCIMACO COSME DE OLIVEIRA MACIEL JUNIOR;MACIEL;DEFERIDO;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;#NE#;SOLIDARIEDADE;POLICIAL MILITAR;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;CAMPOS;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALESSANDRO LOPES PEREIRA;PROF ALESSANDRO;INDEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;#NE#;#NE#;MEMBRO DAS FORÇAS ARMADAS;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;#NE#
2010;RJ;DEPUTADO FEDERAL;ALESSANDRO LUCCIOLA MOLON;ALESSANDRO MOLON;DEFERIDO;13;PT;PARTIDO DOS TRABALHADORES;#NE#;#NE#;PROFESSOR DE ENSINO SUPERIOR;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;MG;BELO HORIZONTE;ELEITO
2010;RJ;DEPUTADO FEDERAL;ALEX RODRIGUES DE OLIVEIRA;ALEX A.R;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NE#;FRENTE DE MOBILIZAÇÃO SOCIALISTA;COMERCIANTE;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEX TEIXEIRA DE SANT'ANA;ALEX SANT'ANA;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NE#;FRENTE DE MOBILIZAÇÃO SOCIALISTA;OUTROS;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEX TELLES;ALEX TELLES;DEFERIDO;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;#NE#;#NE#;VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEXANDER GONCALVES DA SILVA;ALEX;DEFERIDO;36;PTC;PARTIDO TRABALHISTA CRISTÃO;#NE#;SOLIDARIEDADE;OCUPANTE DE CARGO EM COMISSÃO;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;DUQUE DE CAIXIAS;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE AGUIAR CARDOSO;ALEXANDRE CARDOSO;DEFERIDO;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;#NE#;FRENTE DE MOBILIZAÇÃO SOCIALISTA;DEPUTADO;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;DUQUE DE CAXIAS;ELEITO
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE AUGUSTUS SERFIOTIS;ALEXANDRE SERFIOTIS;DEFERIDO;25;DEM;DEMOCRATAS;#NE#;O RIO DE JANEIRO PODE MAIS;MÉDICO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE CIPRIANO DE OLIVEIRA;ALEXANDRE DRIM;DEFERIDO;43;PV;PARTIDO VERDE;#NE#;#NE#;COMERCIANTE;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE FURTADO;ALEXANDRE FURTADO;DEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;#NE#;#NE#;EMPRESÁRIO;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;NÃO ELEITO
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE JOSE DOS SANTOS;ALEXANDRE SANTOS;DEFERIDO;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;#NE#;UNIDOS PELO RIO;DEPUTADO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;SAO GONCALO;ELEITO
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE JOSE FARAH;ALEXANDRE FARAH;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;#NE#;#NE#;ADVOGADO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE RODRIGUES PINTO;ALEXANDRE RODRIGUES;INDEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;#NE#;#NE#;EMPRESÁRIO;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;REGISTRO NEGADO ANTES DA ELEIÇÃO
2010;RJ;DEPUTADO FEDERAL;ALEXANDRE ROSA DA COSTA;ALEXANDRE ROSA;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;#NE#;#NE#;COMERCIANTE;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;CABO FRIO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALEXANDRO VIEIRA DOS SANTOS;POETA;DEFERIDO;43;PV;PARTIDO VERDE;#NE#;#NE#;OUTROS;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALFA HELENA GONCALVES;ALFA HELENA;DEFERIDO;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;#NE#;SOLIDARIEDADE;OUTROS;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALFREDO HELIO SYRKIS;SIRKIS;DEFERIDO;43;PV;PARTIDO VERDE;#NE#;#NE#;JORNALISTA E REDATOR;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;MÉDIA
2010;RJ;DEPUTADO FEDERAL;ALIPIO MONTEIRO FILHO;ALIPIO MONTEIRO;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;#NE#;O RIO DE JANEIRO PODE MAIS;VETERINÁRIO;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALLAN KARDEC RESENDE PONTES;DR ALLAN PONTES;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;#NE#;RENOVA RIO;FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;MG;NOVA ERA;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALMIR PORTO DE OLIVEIRA;CORONEL ALMIR PORTO;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;#NE#;#NE#;MILITAR REFORMADO;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);BRASILEIRA NATA;RJ;CAMPOS;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALMIR RANGEL;ALMIR RANGEL;DEFERIDO;20;PSC;PARTIDO SOCIAL CRISTÃO;#NE#;UNIDOS PELO RIO;EMPRESÁRIO;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALTAIR PAULA DE SOUZA E SILVA;PROFESSORA PAULA;INDEFERIDO;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;#NE#;#NE#;PEDAGOGO;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;REGISTRO NEGADO ANTES DA ELEIÇÃO
2010;RJ;DEPUTADO FEDERAL;ALUZIO DOS SANTOS JUNIOR;DR ALUIZIO;DEFERIDO;43;PV;PARTIDO VERDE;#NE#;#NE#;MÉDICO;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;MACAE;ELEITO
2010;RJ;DEPUTADO FEDERAL;ALVARO ANIBAL ALVES DE MAGALHAES;ALVARO MAGALHAES;DEFERIDO;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;#NE#;#NE#;PROFESSOR DE ENSINO SUPERIOR;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALVARO HENRIQUE FELIZOLA BASTOS;ALVARO FELIZOLA;DEFERIDO;65;PC do B;PARTIDO COMUNISTA DO BRASIL;#NE#;#NE#;TÉCNICO DE LABORATÓRIO E RAIOS X;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;ALVARO LOPES MENEZES;ALVARO MENEZES;DEFERIDO;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;#NE#;RENOVA RIO;INDUSTRIAL;MASCULINO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;AMANDA CESÁRIO FERREIRA;AMANDA CESÁRIO;DEFERIDO;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;#NE#;O RIO DE JANEIRO PODE MAIS;DONA DE CASA;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;AMBER JEAN DE OLIVEIRA SCHIAFFINU;DRA AMBER;DEFERIDO;22;PR;PARTIDO DA REPÚBLICA;#NE#;#NE#;ADVOGADO;FEMININO;SUPERIOR COMPLETO;CASADO(A);BRASILEIRA NATA;RJ;RIO DE JANEIRO;SUPLENTE
2010;RJ;DEPUTADO FEDERAL;AMELIA MARIA SILVA LIMA;AMELIA MARIA;DEFERIDO;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;#NE#;#NE#;DONA DE CASA;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);BRASILEIRA NATA;PB;CAMPINA GRANDE;SUPLENTE
